0.196696,5.083983
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
0.000000,inf
