BASE,,MSAA 2x,,MSAA 4x,,MSAA 8x,,MSAA 16x,,MSAA 32x,,SSAA 2x,,SSAA 4x,,SSAA 8x,
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,23.59621,0.04238
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,23.59621,0.04238
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,23.59621,0.04238
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,23.59621,0.04238
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,23.59621,0.04238
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,23.59621,0.04238
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,23.59621,0.04238
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,23.59621,0.04238
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.720375,0.036075
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.52018,0.039185
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.338488,0.036578
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,25.930936,0.038564
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,27.375425,0.036529
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,155.837687,0.006417,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,23.914001,0.041817
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.627588,0.036196
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,28.766407,0.034763
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,27.852898,0.035903
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,25.586837,0.039083
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,25.586837,0.039083
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,25.586837,0.039083
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,25.586837,0.039083
951.871895,0.001051,903.354679,0.001107,931.252104,0.001074,907.128605,0.001102,725.175384,0.001379,835.35234,0.001197,734.817217,0.001361,185.756345,0.005383,25.586837,0.039083
